title,price,rating,brand,ram,storage,color,processor
"HP Victus, Intel Core 7 240H, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2409TX, RGB Backlit, Gaming Laptop",148000.0,Get it faster,HP,8GB,1TB,Silver,Intel
"HP Victus, 13th Gen Intel Core i5-13420H, 4GB RTX 3050A, 16GB DDR4(Upgradeable) 1TB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2047TX, Gaming Laptop",91289.0,Get it faster,HP,4GB,1TB,Silver,Intel
"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4070 8GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg), 83DG009DIN",219990.0,Get it faster,Lenovo,16GB,1TB,Grey,Intel
"Acer Aspire 3, 13th Gen, Intel Core i3-1305U Processor, 16 GB, 512 GB, Full HD IPS, 14.0""/35.56 cm, Windows 11 Home, Steel Gray, 1.45 kg, A324-53, Thin and Light Laptop",52990.0,Get it faster,Acer,16GB,512GB,Gray,Intel
"Acer TravelLite TL04-41M 14.0"" FHD Thin and Light Laptop (AMD Ryzen 3 5400U / 16GB RAM / 512GB SSD/Windows 11 Home + MS Office Home & Student 2021 / Wi-Fi 6 / HD Webcam) Sleek Metal Body",49999.0,Get it faster,Acer,16GB,512GB,Silver,AMD
"MSI Pulse 17 AI, Intel Core Ultra 7 155H, Built-in AI, 43CM 16:10 QHD+ 240Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4070, /Core Black/2.8Kg), C1VGKG-031IN",174990.0,Get it faster,MSI,16GB,512GB,Black,Intel
"Lenovo LOQ Intel Core i7-14700HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/1TB SSD/Win 11/NVIDIA GeForce RTX 4060 8GB Graphics/100% sRGB/Office 21/1Yr ADP Free/Grey/2.4Kg), 83DV00BEIN",175000.0,Get it faster,Lenovo,16GB,1TB,Grey,Intel
"ASUS Vivobook 16 (2026),Intel Core Ultra 5 225H,Intel iGPU,16GB RAM,512GB SSD,FHD+,16""(40 cm),Windows 11 Home,M365 Basic(1 Year),Office 2024,Cool Silver,1.88 kg,X1607CA-MB350WS,Thin & Light Laptop",79990.0,Cool Silver,ASUS,16GB,512GB,Silver,Intel
"ASUS Vivobook 15 (2025), 13th Gen,Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 15.6"", 39.6 cm, Windows 11 Home,M365 Basic(1 Year)* Office 2024,Cool Silver,1.7 Kg, X1504VA-D5321WS, Thin & Light Laptop",55990.0,Get it faster,ASUS,8GB,512GB,Silver,Intel
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",69499.0,Get it faster,Samsung,16GB,512GB,Gray,Intel
"Dell 15 Ai Powered Laptop, Intel Core Ultra 7 255H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Backlit Keyboard, Dedicated Copilot Key, Silver, Win11 Home + MSO H&S'24",103990.0,Get it faster,Dell,16GB,512GB,Silver,Intel
"DELL 14 (2026) Intel Core 3 14th Gen 100U - (16 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021",63425.0,Get it faster,DELL,DDR5,512GB,Blue,Intel
"HP 15 (2026), AMD Ryzen 5 Hexa Core 7535U - (16 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/Copilot Key/1.5kg/MSO 2024",66969.0,Get it faster,HP,DDR5,512GB,Silver,AMD
"HP Professional 15 (2026), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Backlit/Turbo Silver/1.5 kg/MSO 2021",85000.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Dell Pro 15, Intel Core i5 1334U, 8GB DDR5 RAM, 512GB New Gen SSD,15.6"" FHD+ Display, Backlit Keyboard, Win11 Pro, MSO 2021, Premium Professional Laptop with 3 Years Warranty Antivirus",64810.0,Get it faster,Dell,8GB,512GB,Silver,Intel
"MSI Venture A15 AI,AMD Ryzen 7 260,40CM FHD 144Hz Thin & Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Solid Gray/1.9Kg) A2HMG-007IN",79990.0,Get it faster,MSI,16GB,512GB,Gray,AMD
"Dell G Series, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 3050-6GB, 16GB, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MSO'24, Dark Shadow Gray, 2.65KG, [G15-5530], Backlit Keyboard, Gaming Laptop",105540.0,Dark Shadow Gray - RTX 3050 6GB,Dell,6GB,512GB,Gray,Intel
"ASUS TUF A14 (2026),AMD Ryzen AI MAX+ 392, AMD Radeon 8060S iGPU,32GB RAM,1TB SSD, QHD+, 14""(35.5 cm),Windows 11, M365 Basic(1Y)* Office 2024,Jaeger Gray,1.48 Kg,FA401EA-RG020WS, Creator/Gaming Laptop",209780.0,Jaeger Gray,ASUS,32GB,1TB,Gray,AMD
"HP 15 (2026), AMD Ryzen 3 Quad Core 7335U - (16 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office 2024",58990.0,Get it faster,HP,DDR5,512GB,Silver,AMD
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop",53990.0,Get it faster,Dell,8GB,512GB,Black,Intel
"Microsoft Surface Laptop 13"" - Windows 11 Home - Copilot+ PC - PixelSense Touchscreen Display - Snapdragon X Plus (8 Core) - 16GB RAM - 256GB SSD - Platinum. with Microsoft 365 for 6 Months*",134990.0,Get it faster,Microsoft,16GB,256GB,Silver,Snapdragon
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Luna Grey/1.6Kg), 83K101JDIN",72865.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"HP ProBook 445 G9 Business Laptop, 14"" FHD Non-Touch Display, AMD Ryzen 5 5625U Processor, 16GB RAM, 1TB SSD, IR Camera, Backlit Keyboard, Wi-Fi 6, RJ-45, HDMI, Windows 11 Pro, Silver",78000.0,Get it faster,HP,16GB,1TB,Silver,AMD
"Lenovo IdeaPad Slim 3, 12th Gen Intel Core i5-12450H (16GB LPDDR5, 512GB SSD), Anti-glare, FHD 15.6""(39.6cm), Win 11, Office Home 2024, Arctic Grey, 1.62Kg, 83ER00MDIN, Thin & Light, Backlit KB Laptop",72600.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"HP Smartchoice Victus, 13th Gen i7-13620H, 6GB RTX 4050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, 300nits, 15.6''/39.6cm, Win11, Office24, Mica Silver, 2.3kg, fa2100tx, Xbox Gamepass* Gaming Laptop",114990.0,Get it faster,HP,6GB,512GB,Silver,Intel
"HP Laptop 250R G9 (2024), Intel Core i3 13th Gen 1315U - (8GB/512GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/15.6"" (39.62cm)/Ash Grey/1.57 kg",54500.0,Get it faster,HP,8GB,512GB,Grey,Intel
"HP 15, AMD Ryzen 7 7730U (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24,Silver,1.59kg,FHD Camera w/Privacy Shutter, Backlit KB-Laptop, fc0761AU",69990.0,Get it faster,HP,16GB,512GB,Silver,AMD
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Standard Keyboard, Dedicated Copilot Key, Black, Win11 Home + MSO H&S'24",73490.0,Get it faster,Dell,8GB,512GB,Black,Intel
"Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, Ms-Office Lifetime Validity, Iron Grey,1.6kg, 1 Year Onsite Brand Warranty",67990.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"HP 14, Intel Celeron Laptop",86990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"HP 15 Laptop | AMD Ryzen 7 5825U |16GB DDR4 RAM | 512GB SSD |15.6"" (39.6 cm) FHD Display |AMD Radeon Graphics| Backlit KB | FHD Camera| Win 11| MS Office 2024 + M365*(1-Yr) | Silver |1.59kg |fc0533AU",72900.0,Get it faster,HP,16GB,512GB,Silver,AMD
"Lenovo LOQ 2025 Intel Core i7-14700HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JE00U3IN",104704.58052434456,Get it faster,Lenovo,8GB,1TB,Grey,Intel
"HP Victus 15-fa2191TX/FA2190 Gaming Laptop – 13th Gen Intel Core i5, 15.6"" FHD 144Hz, RTX 3050A 4GB, 16GB RAM, 512GB SSD, Win 11, Backlit KB – Blue",94900.0,Get it faster,HP,4GB,512GB,Blue,Intel
"Dell Inspiron 5440 Notebook Computer, Intel Core 3 100U 14th Gen Processor, 8GB DDR5 RAM, 512GB SSD, 14"" FHD+ Screen, Ubuntu, 1Yr Warranty, Ice Blue",52680.0,Get it faster,Dell,8GB,512GB,Blue,Intel
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/1TB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83K100HSIN",82990.0,Get it faster,Lenovo,16GB,1TB,Grey,Intel
"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 7 258V (32GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024 AI Now/Seashell/1.19Kg), 83JX00EUIN",159990.0,Get it faster,Lenovo,32GB,1TB,Silver,Intel
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07QIH",56999.0,Get it faster,Lenovo,8GB,512GB,Grey,Intel
"Lenovo LOQ 2025 Intel Core i7-14700HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JE00T3IN",215990.0,Get it faster,Lenovo,8GB,1TB,Grey,Intel
"MSI CreatorPro X17 HX, Intel 13th Gen. i9-13980HX,44CM UHD 144Hz Mini LED Creator Laptop (64GB/4TB NVMe SSD/Windows 11 Pro/NVIDIA RTX™ 3500 Ada, GDDR6 12GB/Core Black/3.3Kg), A13VKS-249IN",445000.0,Get it faster,MSI,64GB,512GB,Black,Intel
"Lenovo LOQ 2025 AMD Ryzen 7 250| NVIDIA RTX 5060 8GB (24GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JG008MIN",174500.0,Get it faster,Lenovo,8GB,1TB,Grey,AMD
"HP Pavilion Plus AI Laptop, Intel Core Ultra 5 125H, 10-12 Tops, 16GB LPDDR5x, 512GB SSD, 14-inch(35.6cm) 300 nits, WQXGA, Intel Arc Graphics, 5MP IR Camera (Win 11, Office 21, Blue, 1.44kg) ew1082TU",94990.0,Blue,HP,16GB,512GB,Blue,Intel
"Lenovo Yoga Pro 7 Aura Edition Intel Evo Core Ultra 9 285H (32GB RAM/1TB SSD/14.5"" (36.8cm)/3K OLED Touchscreen/AI PC/Copilot+ PC/Windows 11/Office Home 2024 AI Now/Grey/1.5Kg), 83KF004CIN",193990.0,Get it faster,Lenovo,32GB,1TB,Grey,Intel
"ASUS ProArt P16 OLED (2025), AMD Ryzen AI 9 HX 370, RTX 5080-16GB,64GB RAM, 2TB SSD, 16""/40.64cm Touchscreen, 4K, 120Hz,Windows 11,M365 Basic (1Year)*/Office 2024, Nano Black, 1.95Kg,H7606WW-SE023WS",431990.0,Get it faster,ASUS,16GB,2TB,Black,AMD
"Lenovo IdeaPad Slim 3 Intel Core Ultra 7 355 Next-Gen AI PC (16GB RAM/512GB SSD/15.3"" (38.86cm)/WUXGA IPS/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024/Backlit Keyboard/Grey/1.6Kg), 83UR009PIN",118990.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"ASUS Vivobook 16 (2026), AMD Ryzen AI 7 445, AMD Radeon iGPU, 16GB RAM, 512GB SSD, FHD+, 16"", (40 cm), Windows 11, M365 Basic(1 Year)* Office 2024, Quiet Blue, 1.88 kg, M1607GA-MB030WS, Co-Pilot+ PC",94990.0,Quiet Blue,ASUS,16GB,512GB,Blue,AMD
"Lenovo Yoga Slim 9 Intel Evo Core Ultra 7 258V Touchscreen Laptop (32GB RAM/1TB SSD/14 (35.5cm)/4K WQUXGA OLED/AI PC AI Now/Copilot+ PC/Windows 11/Office 2024/1Yr ADP/Teal/1.2Kg), 83CX002LIN",199990.0,Get it faster,Lenovo,32GB,1TB,Silver,Intel
"Alienware 16 Area-51 Gaming Laptop(2025), NVIDIA RTX 5080 16GB GDDR7, Intel Ultra 9 275HX Up to 5.4GHz, 16"" QHD+ 240Hz 3ms 500Nits, 4K Camera, 64 GB DDR5, 2 TB SSD, Wi-Fi 7, Windows 11 Pro, Office Pro",999990.0,Get it faster,Alienware,16GB,2TB,Silver,Intel
"𝗗𝗲𝗹𝗹Laptop Model 3410 Business Laptop | Core i5 10th Gen | 8GB DDR4 RAM | 256GB SSD | 14"" Full HD Display | Win 10 | A+Condition (Pre-Owned & Tested)",31900.0,Get it faster,Unknown,8GB,256GB,Silver,Intel
HP OmniBook 7 OLED ● Intel Core Ultra X7 358H● 50 Tops● 32GB LPDDR5x● 1TB SSD● 3K(2880 x 1800)●14''/35.6cm● 500nits● 0.2ms ●Win11● Office24● Silver● 1.4kg● hg0062TU● GaN Charger● MIL-STD tested Laptop,249990.0,Get it faster,HP,32GB,1TB,Silver,Intel
"Acer One 15 Smart Laptop AO15-41M-G2 | AMD Ryzen 3 7320U | AMD Radeon 610M Graphics | 8GB LPDDR5 RAM | 256GB NVMe SSD | 15.6"" FHD Display | Windows 11 Home | Silver",38700.0,Get it faster,Acer,8GB,512GB,Silver,AMD
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",44999.0,Get it faster,Lenovo,8GB,512GB,Silver,AMD
HP 15 Core i5 13th Gen (8GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/Backlit Keyboard/15.6” (39.6cm)/Blue/1.59kg) fd0021TU Laptop,63990.0,Get it faster,HP,8GB,512GB,Blue,Intel
"ASUS Zenbook S14 (2026),Smartchoice,Intel Core Ultra 5 226V,Intel Arc iGPU,16GB/512GB,3K OLED,Touchscreen,14""(35.5 cm),Windows 11,M365 Basic(1Y),Office 2024,Gray,1.2 Kg,UX5406SA-PZ658WS,Copilot+ PC",136990.0,Get it faster,ASUS,16GB,512GB,Gray,Intel
"Lenovo V15 G4 Laptop, AMD Athlon Silver 7120U, 8GB LPDDR5 RAM, 512GB PCIe SSD, 15.6"" FHD Display, Radeon 610M Graphics, Windows 11, MS Office 2021 Lifetime, Silver, 1.65 kg",45999.0,Get it faster,Lenovo,8GB,512GB,Silver,AMD
"ASUS Vivobook 15 (2026),Intel Core 5 120U,(i5-14th Gen),Fingerprint Sensor,8GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Win 11,M365 Basic(1Y),Office 24,Cool Silver,1.7 Kg,X1504VAP-IN011WS,Thin & Light Laptop",58990.0,Get it faster,ASUS,8GB,512GB,Silver,Intel
"ASUS ProArt P16 OLED (2025), AMD Ryzen AI 9 HX 370, RTX 5090-24GB,64GB RAM, 2TB SSD, 16""/40.64cm Touchscreen, 4K, 120Hz,Windows 11,M365 Basic (1Year)*/Office 2024, Nano Black, 1.95Kg,H7606WX-SE028WS",529990.0,Get it faster,ASUS,24GB,2TB,Black,AMD
"MSI Prestige 16 AI Evo, Intel Core Ultra 7 155H, Built-in AI, 41CM QHD+ Thin and Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Intel Arc Graphics/Stellar Grey/1.5Kg), B1MG-033IN",105000.0,Get it faster,MSI,16GB,512GB,Grey,Intel
"HP 15 (2025), AMD Ryzen 3 7320U Quad Core - (16 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/1.5 kg/MS Office 2021",53780.0,Get it faster,HP,16GB,512GB,Silver,AMD
"Acer Aspire 3, Intel Core 3-100U Processor, 8GB RAM/256GB SSD, 14.0""/35.56 cm, Full HD IPS Display, Windows 11 Home, Intel UHD Graphics, Steel Gray, 1.45 Kg, A324-53, Premium Thin and Light Laptop",46990.0,Get it faster,Acer,8GB,256GB,Gray,Intel
NEW Microsoft Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 15” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - Graphite - ZYT-00048,186990.0,Get it faster,NEW,16GB,1TB,Silver,Snapdragon
"Acer TravelLite Thin Laptop AMD Ryzen 5 7430U (6-Core) |8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11| MS Office | Metal Body | 1.34Kg | Black | 30 Months Warranty",51000.0,Get it faster,Acer,8GB,512GB,Black,AMD
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3-1315U 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Backlit Keyboard/FHD 1080p Camera/Windows 11/Office 2024/Grey/1.6Kg), 82X700M4IN",60990.0,Get it faster,Lenovo,8GB,512GB,Grey,Intel
"Dell 15, Smart Choice, AMD Ryzen 7-7730U, 16GB, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, Microsoft Office Home 2024, Silver, 1.63Kg, [Dell 15], 120Hz 250nits, AMD Radeon Graphics, Thin & Light Laptop",59990.0,Get it faster,Dell,16GB,512GB,Silver,AMD
"Lenovo 14 (2025), Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021",58600.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"HP Professional 14 (2026), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2024",60999.0,Get it faster,HP,16GB,512GB,Silver,Intel
"HP Professional 14 (2026), Intel (i7 14th Gen) Core 7 150U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.4kg/MSO 2024",84140.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 40 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Backlit Keyboard/Windows 11/Microsoft 365 Basic + Office 2024/Grey/1.6Kg), 82XQ01HQIN",68490.0,Get it faster,Lenovo,16GB,512GB,Grey,AMD
"HP Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, IPS, 300nits, FHD, 15.6''/39.6cm, Win11, M365* Office24, Blue, 2.29kg, fb3125AX, Backlit, DTS Audio, Gaming Laptop",98800.0,"Blue-Ryzen 7 7445HS, 6GB RTX 3050",HP,6GB,512GB,Blue,AMD
"ASUS ROG Strix G17 (2022), 17.3""(43.94 cm) FHD 360Hz/3ms, AMD Ryzen 9 6900HX, 8GB RTX 3070 Ti Graphics, Gaming Laptop (16GB/1TB SSD/90WHrs Battery/Windows 11/Office 2021/Gray/2.9 Kg), G713RW-KH110WS",207990.0,Get it faster,ASUS,8GB,1TB,Gray,AMD
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225U Processor, 16GB:512GB, 15.6"" (39.62cm) FHD 300nits Display, (Dell 15), Backlit Keyboard with AI Copilot Hotkey, Win 11 + MSO'24, 1.66kg Thin & Light",81490.0,Get it faster,Dell,16GB,512GB,Silver,Intel
"ASUS Vivobook 15 (2026),Intel Core 5 320 (Series 3-Latest Gen),Fingerprint Sensor,Intel iGPU,16GB/512GB,FHD,15.6""(39.6 cm),Win 11,M365 Basic(1Y),Office 24,Terra Cotta,1.7 Kg,X1504MA-BQ426WS, AI Laptop",101990.0,Terra Cotta,ASUS,16GB,512GB,Silver,Intel
"Lenovo IdeaPad Slim 3X - 2025 - Everyday AI Laptop - Copilot+ PC - 15.3"" WUXGA Display - 16 GB Memory - 512 GB Storage - Snapdragon® X - Luna Grey",67000.0,Get it faster,Lenovo,16GB,512GB,Grey,Snapdragon
"HP Professional 14 (2026), Intel (i7 14th Gen) Core 7 150U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.4kg/MSO 2024",91990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Lenovo ThinkBook 14, Intel Core 5 210H, 16GB RAM, 1TB SSD, WUXGA IPS 14” (35.56cm), Win11 Home, Office 2024, Arctic Grey, 1.36Kg, 21SGA02XIG, Fingerprint, Backlit, 300 Nits, 1Y Onsite Warranty, Laptop",103990.0,Get it faster,Lenovo,16GB,1TB,Grey,Intel
"acer Aspire Lite, AMD Ryzen 3-7330U, 16GB RAM, 512GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.6 KG, AL15-41, Metal Body, Premium Thin and Light Laptop",51990.0,Get it faster,acer,16GB,512GB,Gray,AMD
"Lenovo IdeaPad Slim 5, Intel Core i5-12450H, 12th Gen, 16GB RAM, 1TB SSD, WUXGA IPS 300Nits, 14""/36cm, Windows 11, Office 21, Grey, 1.46Kg, 83BF0043IN, BacklitKB,FHD Camera,Alexa,3Mon Game Pass Laptop",69999.0,i5-12th Gen,Lenovo,16GB,1TB,Grey,Intel
"Lenovo ThinkBook 16, AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, WUXGA IPS 16"", Windows 11 Home, Office 2024, 1.7kg, 21MWA0BSIN, Backlit Keyboard, Fingerprint, 300 Nits, 1Y Warranty, Aluminium Top Laptop",82970.0,Get it faster,Lenovo,16GB,512GB,Silver,AMD
"HP 15, (i3 14th Gen) Intel Core 3 100U (8GB DDR5, 512GB SSD), Win11, M365* Office24, Micro-Edge, Anti-Glare,15.6''/39.6cm,Silver, 1.59kg,FHD Camera with Privact Shutter, Dual Speakers Laptop-fd0883TU",56000.0,Get it faster,HP,8GB,512GB,Silver,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop",53990.0,Carbon Black,Dell,8GB,512GB,Black,Intel
"Samsung Galaxy Book2 (Graphite, 16GB RAM, 1TB SSD) | 14"" Full HD Screen | Intel Core i5-12th Gen Processor | Windows 11 Pro | MS Office 2021, Business Laptop",99565.0,Get it faster,Samsung,16GB,1TB,Silver,Intel
"Lenovo LOQ 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB/1Yr ADP Free/MSO 24/Grey/2.3Kg), 83DV01A5IN",104704.58052434456,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"Aspire Lite 13th Gen Intel Core i5-1334U, Office 2024 + M365 Basic, 16 GB RAM/512GB SSD, Full HD, 15.6""/39.62 cm, Win 11 Home, Backlit KB, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin & Light Laptop",62900.0,Get it faster,Aspire,RAM,512GB,Gray,Intel
Acer TravelLite Bussines Laptop TL04-51M | Core 5-120U | 14 INCH FHD IPS | 8GB DDR4 | 512GB | WiFi 6+ BT 5.2 | 1MP HD-CAM | 36WHR | 45W | Black | Windows 11 Home (UN.36JSI.005),50490.0,Get it faster,Acer,8GB,512GB,Black,Intel
HP ZBook EB 645 CB 14” FHD Laptop | AMD Ryzen 5 5625C | 8GB RAM | 256GB SSD | Chrome OS | Lightweight Business Laptop | 1 Year Warranty (767V3PA),44604.0,Get it faster,HP,8GB,256GB,Silver,AMD
"Acer TravelLite TL04-41M 14-inch FHD Thin & Light Metal Body Laptop, AMD Ryzen 3 5400U Processor, 8GB DDR4 RAM, 512GB SSD, Windows 11 Home, MS Office 2021, Wi-Fi 6, HD Webcam Sleek Metal Body",44999.0,Get it faster,Acer,8GB,512GB,Silver,AMD
"Acer Aspire 3 Laptop A325-42 | 15.6"" (39.6 cm) FHD IPS Display | AMD Ryzen 3 5400U | 8GB DDR4 RAM | 256GB NVMe SSD | Windows 11 Home | AMD Radeon Graphics | Wi-Fi 6 | Steel Gray | 1.78 Kg",40999.0,Get it faster,Acer,8GB,512GB,Gray,AMD
"DELL PRO 15 (2025) AMD Ryzen 5 7520U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Pro) Thin and Light Business Laptop/Backlit/15.6"" FHD Display/Black/1.5 kg/MSO 2021",51100.0,Get it faster,DELL,DDR5,512GB,Black,AMD
"Lenovo IdeaPad Slim 3, Intel Core i7-13620H, 13th Gen, 16GB RAM, 512GB SSD, FHD IPS 300 Nits, 15""/38.1cm, Windows 11, MSOffice 21, Grey, 1.6Kg, 83EM008GIN,1Yr ADP Free,Alexa Built-in Laptop",83400.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"HP 15 Business Edition (2025), Intel Core i3 13th Gen 1315U | 16GB RAM | 512GB NVMe SSD | Windows 11 Pro | 15.6"" FHD IPS Anti-Glare Micro-Edge Display | Ultra-Light 1.59kg | Silver | MS Office 2024",65990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Dell 15 (Previously Inspiron), Intel Core i7 13th Gen -1355U, 16GB, 512GB SSD, FHD, 15.6""/39.62cm, Win 11, MSO'24, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 12 Month McAfee, Thin & Light Laptop",82990.0,Get it faster,Dell,16GB,512GB,Silver,Intel
